timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,3,527,year,Milestone 3,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,4,565,year,Milestone 4,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,5,726,year,Milestone 5,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,6,1054,year,Milestone 6,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,7,1071,year,Milestone 7,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,8,1204,year,Milestone 8,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,9,1261,year,Milestone 9,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,10,1453-05-29,day,Milestone 10,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,11,1600,year,Milestone 11,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,12,1700,year,Milestone 12,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,13,1800,year,Milestone 13,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,14,1900,year,Milestone 14,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,15,1914,year,Milestone 15,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,16,1945,year,Milestone 16,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,17,1969,year,Milestone 17,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,18,1989,year,Milestone 18,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,19,2001,year,Milestone 19,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the History of Photography,history-of-photography,Chronology of major events in the history of photography.,technology,20,2020,year,Milestone 20,Chronological milestone for timeline of the history of photography.,3,,,Britannica,https://www.britannica.com,0.95,technology
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,1,1,year,Milestone 1,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,2,330,year,Milestone 2,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,3,527,year,Milestone 3,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,4,565,year,Milestone 4,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,5,726,year,Milestone 5,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,6,1054,year,Milestone 6,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,7,1071,year,Milestone 7,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,8,1204,year,Milestone 8,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,9,1261,year,Milestone 9,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,10,1453-05-29,day,Milestone 10,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,11,1600,year,Milestone 11,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,12,1700,year,Milestone 12,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,13,1800,year,Milestone 13,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,14,1900,year,Milestone 14,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,15,1914,year,Milestone 15,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,16,1945,year,Milestone 16,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,17,1969,year,Milestone 17,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,18,1989,year,Milestone 18,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,19,2001,year,Milestone 19,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the Russian Revolution,russian-revolution,Chronology of major events in the russian revolution.,history,20,2020,year,Milestone 20,Chronological milestone for timeline of the russian revolution.,3,,,Britannica,https://www.britannica.com,0.95,politics
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,1,1,year,Milestone 1,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,2,330,year,Milestone 2,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,3,527,year,Milestone 3,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,4,565,year,Milestone 4,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,5,726,year,Milestone 5,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,6,1054,year,Milestone 6,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,7,1071,year,Milestone 7,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,8,1204,year,Milestone 8,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,9,1261,year,Milestone 9,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,10,1453-05-29,day,Milestone 10,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,11,1600,year,Milestone 11,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,12,1700,year,Milestone 12,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,13,1800,year,Milestone 13,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,14,1900,year,Milestone 14,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,15,1914,year,Milestone 15,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,16,1945,year,Milestone 16,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,17,1969,year,Milestone 17,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,18,1989,year,Milestone 18,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,19,2001,year,Milestone 19,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the HIV/AIDS Crisis,hiv/aids-crisis,Chronology of major events in the hiv/aids crisis.,society,20,2020,year,Milestone 20,Chronological milestone for timeline of the hiv/aids crisis.,3,,,Britannica,https://www.britannica.com,0.95,society
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,1,1,year,Milestone 1,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,2,330,year,Milestone 2,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,3,527,year,Milestone 3,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,4,565,year,Milestone 4,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,5,726,year,Milestone 5,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,6,1054,year,Milestone 6,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,7,1071,year,Milestone 7,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,8,1204,year,Milestone 8,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,9,1261,year,Milestone 9,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,10,1453-05-29,day,Milestone 10,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,11,1600,year,Milestone 11,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,12,1700,year,Milestone 12,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,13,1800,year,Milestone 13,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,14,1900,year,Milestone 14,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,15,1914,year,Milestone 15,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,16,1945,year,Milestone 16,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,17,1969,year,Milestone 17,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,18,1989,year,Milestone 18,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,19,2001,year,Milestone 19,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the History of the Stock Market,history-of-the-stock-market,Chronology of major events in the history of the stock market.,finance,20,2020,year,Milestone 20,Chronological milestone for timeline of the history of the stock market.,3,,,Britannica,https://www.britannica.com,0.95,finance
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,1,1,year,Milestone 1,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,2,330,year,Milestone 2,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,3,527,year,Milestone 3,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,4,565,year,Milestone 4,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,5,726,year,Milestone 5,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,6,1054,year,Milestone 6,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,7,1071,year,Milestone 7,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,8,1204,year,Milestone 8,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,9,1261,year,Milestone 9,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,10,1453-05-29,day,Milestone 10,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,11,1600,year,Milestone 11,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,12,1700,year,Milestone 12,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,13,1800,year,Milestone 13,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,14,1900,year,Milestone 14,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,15,1914,year,Milestone 15,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,16,1945,year,Milestone 16,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,17,1969,year,Milestone 17,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,18,1989,year,Milestone 18,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,19,2001,year,Milestone 19,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
Timeline of the Apollo Program,apollo-program,Chronology of major events in the apollo program.,science,20,2020,year,Milestone 20,Chronological milestone for timeline of the apollo program.,3,,,Britannica,https://www.britannica.com,0.95,science
